MESSAGE	MSGID
Miscellaneous	6847
Affect Escrow Accounts Only	6848
Affect Loan and Escrow Accounts	6849
TYPE ~p1 GLSC ~p2 CC ~p3	6850
Future Amount: ~p1 ~p2	6852
Batch Submittal	6854
Jobbed Process (Continuous Poll)	6855
Jobbed Process (Single Pass)	6856
Statement parameters created	6857
Statement parameters deleted	6858
Statement parameters modified	6859
Statement parameters not created	6860
Statement parameters not deleted	6861
Statement parameters not modified	6862
Statement summary queries ~p1 not modified	6863
Statement summary queries~p1 modified	6864
Bump Payee Remittance Dates	6868
Error in processing, not processed	6869
Post Participation Pool	6870
Sold ~p1 to ~p2 in pool ~p3	6871
Loan Sale Remittance Processing	6872
Purchased by seller ~p1, pool ~p2	6873
Loan Purchase Account ~p1	6874
Loan payoff	6875
Branch Code	6889
Route & Transit Number from ~p1 to ~p2	6890
Archivable tables must have bottom date key or a serial column and cannot be a sub-table of another archivable table	6891
Archivable table cannot have a query (DBTBL1.QID1) associated with it	6892
Archivable table cannot be a parent table	6893
Table ~p1 must have a filer	6894
Archive Table and Included Table must use different globals	6895
Number, type, and length of keys for ~p1 and ~p2 must match	6896
Included table ~p already entered as ARCHTBL in DBUTARCHIVE	6897
Included table ~p already set as included for ~p2	6898
Cannot delete ~p1 - already has archived data	6899
Only valid with a GT.M database	6900
~p1 is not an archived table	6901
Only a single archive process, per table, can be run at a time	6902
Invalid SELECT/FROM/WHERE set	6903
No archiving processes are currently running	6904
Archive directory information missing	6905
Cannot modify records in archive file	6906
Invalid recipient account	6932
Invalid maturity date	6933
Loan has not been fully disbursed	6934
Cannot be implicit to the same file	6935
Cannot be implicit to an implicit file	6936
Must specify a payment order	6938
Must specify a collection order	6939
Status must be ""completed"" for cancellations	6940
Invalid ~p1 field	6941
Cleared	6942
Void	6943
Screen Post-Processor	6951
Required Data Item Set Definition	6952
User Defined VLOD Definition	6953
Display Pre-Processor	6954
Report Pre-Processor (After QUERY)	6955
Report Post-Processor	6956
Report Pre-Processor (Before QUERY)	6957
PRINT Pre-Processor	6958
One-time payment orders cannot have variable payment amounts.	6960
Currency ~p1 not accepted by Clearing Center.	6963
Account's currency ~p1 is not convertible.	6964
Currency ~p1 not convertible	6965
~p1 is not a convertible currency	6967
Account must not contain alpha characters	6968
Writing deleted files to ~p1 	6969
Division by zero - Dist. Annual Factor	6970
Unable to calculate Int/Div Rate-Nominal. Error in computing Natural Log.	6971
Unable to calculate Int/Div Rate-Nominal. Error in computing Anti Log.	6972
Unable to calculate Effective Int/Div Rate. Error in computing Natural Log.	6973
Unable to calculate Effective Int/Div Rate. Error in computing Anti Log.	6974
due frequency (2)	6975
due frequency (3)	6976
due frequency (4)	6977
receipt	6993
passbook	6995
voucher	6996
The trade date has been future-dated for ~p1	7000
Adjustment exceeds contribution	7011
Adjustment exceeds distribution	7012
withholding ~p1	7013
Cannot have a space in the middle	7021
Change the % sign into $C(124)	7022
Probably need to put file names in front of data items: ~p1	7023
LONGER	7024
SHORTER	7025
Link	7028
Remove	7029
Remove link	7030
Create link	7031
DAY	7032
MONTH	7033
Supporting credit transaction is not found in type ~p1	7034
Primary	7035
Teller comment	7036
Summary	7037
Statement account style ~p1 created	7040
Statement account style ~p1 deleted	7041
Statement account style ~p1 modified	7042
Statement account style ~p1 not created	7043
Statement account style ~p1 not deleted	7044
Statement account style ~p1 not modified	7045
Statement summary style ~p1 created	7046
Statement summary style ~p1 deleted	7047
Statement summary style ~p1 modified	7048
Statement summary style ~p1 not created	7049
Statement summary style ~p1 not deleted	7050
Statement summary style ~p1 not modified	7051
ENTER TYPE 	7052
Profitability Analysis	7053
NEW	7054
UPDATE	7055
Function key type ~p1 created	7056
Function key type ~p1 deleted	7057
Function key type ~p1 modified	7058
 - CONTINUE?	7060
System error	7061
Add-on Item Posting	7063
Non-Accrual Loan Processing	7064
Loan Billing Print	7065
Credit Bureau File Extract	7066
Automatic Loan Payments	7069
Min Finance Chg/Auto Post Neg Balance	7070
Net Deferred Fee Item Posting	7071
Net Deferred Fee (New Account) Item Posting	7073
Loan Points Item Posting	7074
Principal Variance Posting	7075
Loan Scheduled Date Roll	7076
Missing Parenthesis	7079
Supertype ~p1	7080
IMPLICIT REFERENCE --> ~p1	7081
~p1 ~p2] - File Documentation	7082
Not Detailed	7092
Close	7093
Check	7094
Float	7095
Institution	7096
teaser	7098
Address screen	7100
New account screen	7101
Renewal screen	7102
Stmt Grp screen	7103
Retirement/Savings plan information screen	7104
Invalid fee plan ~p1	7106
 FINAL PAYMENT	7107
 TOTAL OF PAYMENTS	7108
 Total interest/dividend	7109
  DISBURSEMENT	7110
  Odd interest/dividend	7111
Loan conversion changing/deleting account number for DAYEND.	7112
Convertible loan Change Date Reset	7113
Deferred int/div capitalization	7115
Escrow Analysis Change Date Processing	7116
Loan Late Change Assessment	7117
Variable Rate Loan Change Date Reset 	7118
Loan sale Custodial Account Update	7120
Loan Payment	7121
Recalculate Loan Net Investment Yield Processing	7122
Charge-off/Recovery Transaction Details	7123
Advance	7124
Credit	7125
Maturity	7126
Unpaid	7127
Maintenance	7128
Payroll	7129
created	7131
ROLLOVER	7132
Enter your password: 	7135
Your password expires on ~p1	7136
User Identification: 	7137
Constant	7140
Inquiry	7142
~p1 - Logical not defined	7146
No output address specified	7147
Invalid transfer command procedure file - ~p1	7148
Batch submit failed	7149
Invalid transfer command file ID for [CTBLDQRTXC] - ~p1	7150
~p1 For Processing On ~p2	7153
Deferral amortized-to-date will be reduced below zero	7154
Documentation	7164
Query	7165
Collating	7166
Access	7167
This routine re-accumulates the teller summary file (^TPRF)	7169
Item ~p1 already exists in inventory	7173
Lengths of the serial numbers must match.	7174
No Duplicates Allowed	7177
Prefix must match the From Serial Number prefix	7178
Serial numbers must be ~p1 characters long	7179
Service Item on file	7180
Billing for Service Items	7183
Error in Service Item, not processed	7184
Assign Service Item	7186
De-Assign Service Item	7191
Invalid Table Value	7194
Modify Service Item	7195
Service Item - ~p1,~p2,~p3,~p4 assigned.	7196
Service Item - ~p1,~p2,~p3,~p4 de-assigned.	7197
File ~p1 has been recovered	7212
Invalid file. ~p1 not restored.	7213
Duplicate ID.  Enter session ID:  	7217
Enter new session ID  	7218
No TOP session.  Deleting ~p1	7219
this session	7220
 -  Data Item Documentation 	7221
Account ~p1, check ~p2 incremented to check ~p3	7223
Account ~p1, checks ~p2 - ~p3 incremented to checks            ~p4 - ~p5	7224
Invalid function while network is down	7226
Sequence does not exist	7227
Not permitted to enter customer and G/L number	7228
~p1 for account ~p2 created.	7229
~p1 for account ~p2 done.	7230
~p1 for account ~p2 modified.	7231
~p1 for account ~p2 not created.	7232
~p1 for account ~p2 not done.	7233
~p1 for account ~p2 not modified.	7234
Required if service fee plan is used	7236
Invalid Input Character	7239
Input can not contain only spaces	7241
No Deletion Performed	7242
 Invalid RMS file name	7264
~p1 Parameters created.	7270
~p1 Parameters deleted.	7271
~p1 Parameters modified.	7272
~p1 Parameters not created.	7273
~p1 Parameters not deleted.	7274
~p1 Parameters not modified.	7275
Invalid Action	7282
Invalid Frame ~p1	7284
Lock Timeout	7285
Server ~p1 can not be larger than 8	7287
Server ~p1 can not be less than 1	7288
QWIK report	7289
Create New Index ~p1	7290
Exists in Supertype Entity ~p1	7294
First character must not be ~p1 or ~p2	7299
Could not find incoming message Only ~p1	7300
Fieldtag ~p1 not recognized in ~p2	7301
Incoming message type ~p1 is not supported	7302
Mandatory field ~p1 missing for ~p2~p3:~p4	7303
No message data to format	7304
No ~p1 message to parse.	7305
Not able to parse incoming message.	7306
Unable to map the field ~p1 of ~p2~p3	7307
Not able to save option for ~p1 ~p2 field ~p3.	7308
Server closed by an error	7309
Timeout reading input parameter file	7310
Error processing  	7311
Message not found	7312
Invalid envelope from ~p1 ~p2	7313
Invalid ~p1 sequence number	7314
Invalid ~p1 session number	7315
Server closed by a ~p1 error	7317
Server closed by ~p1	7318
Closing connection failed	7319
Error with basic header ~p1	7320
Output server out of sequence	7321
Message Generate Date must be a valid business date.	7322
No physical device name	7323
Error opening  ~p1 -Process aborted	7324
No front ends are connected to this host.	7326
Repaired	7327
The ~p1 Repairing Queue ~p2 ~p3 Deleted	7328
Error requeing from ~p1 to ~p2	7329
Error sending message to ~p1	7330
Send failed	7331
Timeout waiting for response from ~p1	7332
Unable to parse reply message :~p1	7333
COPY of ~p1 ~p2 reproduced	7334
Device must be a printer. Use Display ~p1 Message to display.	7335
Print ~p1 Message Process	7336
~p1 ~p2 printed	7337
Error printing ~p1 message for ~p2 ~p3	7338
Printed and sent to ~p1	7339
Decnet connection failed	7340
Time-out	7341
Purge of SWIFT messages has not performed	7342
Purge SWIFT Messages with Complete or Delete Status	7343
Restore of SWIFT messages has not performed	7344
Restore of ~p1 messages has not performed	7345
~p1 ~p2 records purged	7346
~p1 ~p2 records restored	7347
Error starting ST400 EFT server	7348
Error starting ST400 input server	7349
Error starting ST400 output server	7350
ST400 table not defined	7351
Check Error Log #~p1	7352
~p1 Banking transaction is not found.	7353
~p1 record locked by another user	7354
SWIFT queues have been rebuilt	7355
~p1 message(s) regenerated	7356
No message relocation performed	7357
No message should be moved from ~p1 queue	7358
No queue relocation performed	7359
Must be a different queue	7360
~p1 ~p2 relocated from ~p3 queue to ~p4 queue	7361
Invalid Screen	7362
Invalid Date Type	7363
Account not transferred by user request.	7364
Invalid frequency - Dayend statement record not created.	7365
Bullet processing by be invalid for accounts with this product type	7366
Index ~p1 added for ~p2	7367
Index ~p1 deleted for ~p2	7368
Index ~p1 modified for ~p2	7369
No adjustment.  New accrual balance equals previous accrual.	7370
SWIFT Message Processing	7371
Print SWIFT Message Process	7372
SWIFT messages regeneration	7373
SWIFT message ~p1 ~p2 of ~p3 is deleted.	7374
SWIFT message ~p1 ~p2 of ~p3 is in repair.	7375
SWIFT message ~p1 ~p2 of ~p3 is in review.	7376
SWIFT message ~p1 ~p2 of ~p3 is ready to transmit.	7377
Bill exist. Cannot modify date.	7378
Ready to review ?	7379
SWIFT message ~p1 ~p2 of ~p3 modified.	7380
SWIFT message ~p1 ~p2 of ~p3 not modified.	7381
Int/Div offset of zero not valid	7382
Must be a transfer account	7383
Cannot close ~p1	7384
Cannot open ~p1 - ~p2	7385
Cannot write ~p1 into mail box - ~p2	7386
EFT server Processing	7402
Error processing REC queue, CID is null for MT~p1 REFNO ~p2	7403
Rates for indexes ~p1 modified	7404
Rates for indexes ~p1 not modified	7405
COPY    	7406
Content/Sell:  ~p1	7407
Content:  ~p1	7408
Buy:  ~p1	7409
Sell:  ~p1	7410
Change Offset is not valid	7412
ID must begin with ~p1	7413
Translated character must be a valid SWIFT character	7414
Anticipated credit amount ~p1	7415
Payment schedule must contain a payment due date.	7416
Account number ~p1 has already been used	7418
CIF Product Type	7419
Currency code must be system base for CIF products	7420
Location already defined	7423
May not Precede original start date.	7424
Check # Bumped to 	7425
CIF history purge complete	7427
Transaction Component Exception	7428
Check Items created	7429
Check Items not created	7430
Service Items created	7431
Service Items not created	7432
Service/Check Item Locations created	7433
Service/Check Item Locations not created	7434
Check Item ID assigned	7435
Check Item ID created	7436
Check Item ID de-assigned	7437
Check Item ID deleted	7438
Check Item ID modified	7439
Check Item ID not assigned	7440
Check Item ID not created	7441
Check Item ID not de-assigned	7442
Check Item ID not deleted	7443
Check Item ID not modified	7444
Check/Service Item not assigned	7445
Check/Service Item not created	7446
Check/Service Item not de-assigned	7447
Check/Service Item not deleted	7448
Check/Service Item not modified	7449
Service Item ID assigned	7450
Service Item ID created	7451
Service Item ID de-assigned	7452
Service Item ID deleted	7453
Service Item ID modified	7454
Service Item ID not assigned	7455
Service Item ID not created	7456
Service Item ID not de-assigned	7457
Service Item ID not deleted	7458
Service Item ID not modified	7459
Cannot specify both the limits.	7481
At least one limit has to be specified	7482
Fees are usually deducted from account ~p1	7483
Batch teller and/or branch not defined	7484
Use account's on-demand auto escrow processing option.	7485
Use account's on-line auto escrow processing option.	7486
Advance Negative Interest Posting Date	7487
Reenter to verify: 	7492
Miscellaneous Table to Transfer	7494
DDP network transfer que ~p1 for tables filed	7495
Posting option does not allow negative amount to post for positive accrual	7499
Posting option does not allow negative amount to post for negative accrual	7500
Invalid table on the Front End	7501
Invalid E/C routine ~p1	7502
No branches with front-ends	7504
Create ACN Numbers	7506
Create CIF Numbers	7507
Required table not available	7508
********** Library **********	7509
Items converted	7510
Already converted	7511
Data type conversion (from $ to N)	7512
Check $ (currency) data type with decimal precision of 2	7513
Data items with field size is less than display size	7514
Display Size	7515
Field Size	7516
Files with missing delimiter or wrong system name	7517
Missing field delimiter	7518
Missing field size	7519
Wrong system name	7520
Data required in Data Item ~p1	7531
Block size must be at least 1	7532
Error opening Input Server control mailbox	7533
Error opening Output Server control mailbox	7534
Error opening EFT Server control mailbox	7535
Must be valid business date in ~p1	7538
Total ~p1 Reports	7539
Settlement Date must not be less than Payment Date	7542
Foreign payments not accepted in currency ~p1	7543
Serial Number Generator/Edit Check Program Name has not been defined.	7544
Future Amount: ~p1 deleted	7545
Unable to load data for account ~p1	7546
User who created transfer cannot authorize it	7548
Amount must be positive	7549
Completed on ~p1	7550
Deal has been deleted	7551
Invalid trader memo	7552
Invalid transaction reference number	7553
Not completed	7554
Not required	7555
Only the user who created this deal can delete it	7556
Only the user who created this deal can modify it	7557
Deal record ~p1 created with complete instructions	7558
Deal record ~p1 created with incomplete instructions	7559
Account ~p1 defined as a ~p2 account	7560
Currency not defined for this account	7561
Error building transaction	7562
